epoch,loss,mse,val_loss,val_mse
0,1.0109270811080933,1.0109270811080933,1.0145481824874878,1.0145481824874878
1,1.010001540184021,1.010001540184021,1.0145481824874878,1.0145481824874878
2,1.0099802017211914,1.0099802017211914,1.0145481824874878,1.0145481824874878
3,1.009943962097168,1.009943962097168,1.0145481824874878,1.0145481824874878
4,1.009979009628296,1.009979009628296,1.0145481824874878,1.0145481824874878
5,1.0099787712097168,1.0099787712097168,1.0145481824874878,1.0145481824874878
6,1.0099893808364868,1.0099893808364868,1.0145481824874878,1.0145481824874878
7,1.009979248046875,1.009979248046875,1.0145481824874878,1.0145481824874878
8,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
9,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
10,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
11,1.0099802017211914,1.0099802017211914,1.0145481824874878,1.0145481824874878
12,1.0099791288375854,1.0099791288375854,1.0145481824874878,1.0145481824874878
13,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
14,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
15,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
16,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
17,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
18,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
19,1.0099799633026123,1.0099799633026123,1.0145481824874878,1.0145481824874878
20,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
21,1.0099786520004272,1.0099786520004272,1.0145481824874878,1.0145481824874878
22,1.0099800825119019,1.0099800825119019,1.0145481824874878,1.0145481824874878
23,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
24,1.0099802017211914,1.0099802017211914,1.0145481824874878,1.0145481824874878
25,1.0099802017211914,1.0099802017211914,1.0145481824874878,1.0145481824874878
26,1.0099798440933228,1.0099798440933228,1.0145481824874878,1.0145481824874878
27,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
28,1.0099791288375854,1.0099791288375854,1.0145481824874878,1.0145481824874878
29,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
30,1.0099788904190063,1.0099788904190063,1.0145481824874878,1.0145481824874878
31,1.00998055934906,1.00998055934906,1.0145481824874878,1.0145481824874878
32,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
33,1.0099799633026123,1.0099799633026123,1.0145481824874878,1.0145481824874878
34,1.0099800825119019,1.0099800825119019,1.0145481824874878,1.0145481824874878
35,1.009980320930481,1.009980320930481,1.0145481824874878,1.0145481824874878
36,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
37,1.0099798440933228,1.0099798440933228,1.0145481824874878,1.0145481824874878
38,1.0099791288375854,1.0099791288375854,1.0145481824874878,1.0145481824874878
39,1.009979009628296,1.009979009628296,1.0145481824874878,1.0145481824874878
40,1.0099796056747437,1.0099796056747437,1.0145481824874878,1.0145481824874878
41,1.0099799633026123,1.0099799633026123,1.0145481824874878,1.0145481824874878
42,1.0099788904190063,1.0099788904190063,1.0145481824874878,1.0145481824874878
43,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
44,1.0099796056747437,1.0099796056747437,1.0145481824874878,1.0145481824874878
45,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
46,1.0099800825119019,1.0099800825119019,1.0145481824874878,1.0145481824874878
47,1.0099804401397705,1.0099804401397705,1.0145481824874878,1.0145481824874878
48,1.009979009628296,1.009979009628296,1.0145481824874878,1.0145481824874878
49,1.0099799633026123,1.0099799633026123,1.0145481824874878,1.0145481824874878
50,1.0099796056747437,1.0099796056747437,1.0145481824874878,1.0145481824874878
51,1.0099785327911377,1.0099785327911377,1.0145481824874878,1.0145481824874878
52,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
53,1.00998055934906,1.00998055934906,1.0145481824874878,1.0145481824874878
54,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
55,1.0099800825119019,1.0099800825119019,1.0145481824874878,1.0145481824874878
56,1.0099802017211914,1.0099802017211914,1.0145481824874878,1.0145481824874878
57,1.0099800825119019,1.0099800825119019,1.0145481824874878,1.0145481824874878
58,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
59,1.0099800825119019,1.0099800825119019,1.0145481824874878,1.0145481824874878
60,1.0099799633026123,1.0099799633026123,1.0145481824874878,1.0145481824874878
61,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
62,1.0099799633026123,1.0099799633026123,1.0145481824874878,1.0145481824874878
63,1.009979248046875,1.009979248046875,1.0145481824874878,1.0145481824874878
64,1.0099804401397705,1.0099804401397705,1.0145481824874878,1.0145481824874878
65,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
66,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
67,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
68,1.0099796056747437,1.0099796056747437,1.0145481824874878,1.0145481824874878
69,1.009979248046875,1.009979248046875,1.0145481824874878,1.0145481824874878
70,1.0099797248840332,1.0099797248840332,1.0145481824874878,1.0145481824874878
71,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
72,1.0099804401397705,1.0099804401397705,1.0145481824874878,1.0145481824874878
73,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
74,1.009979248046875,1.009979248046875,1.0145481824874878,1.0145481824874878
75,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
76,1.0099798440933228,1.0099798440933228,1.0145481824874878,1.0145481824874878
77,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
78,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
79,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
80,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
81,1.00998055934906,1.00998055934906,1.0145481824874878,1.0145481824874878
82,1.009979486465454,1.009979486465454,1.0145481824874878,1.0145481824874878
83,1.0099799633026123,1.0099799633026123,1.0145481824874878,1.0145481824874878
84,1.0099802017211914,1.0099802017211914,1.0145481824874878,1.0145481824874878
85,1.0099798440933228,1.0099798440933228,1.0145481824874878,1.0145481824874878
86,1.0099802017211914,1.0099802017211914,1.0145481824874878,1.0145481824874878
87,1.0099788904190063,1.0099788904190063,1.0145481824874878,1.0145481824874878
88,1.0099791288375854,1.0099791288375854,1.0145481824874878,1.0145481824874878
89,1.0099804401397705,1.0099804401397705,1.0145481824874878,1.0145481824874878
90,1.0099796056747437,1.0099796056747437,1.0145481824874878,1.0145481824874878
91,1.0099786520004272,1.0099786520004272,1.0145481824874878,1.0145481824874878
92,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
93,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
94,1.0099793672561646,1.0099793672561646,1.0145481824874878,1.0145481824874878
95,1.0099799633026123,1.0099799633026123,1.0145481824874878,1.0145481824874878
96,1.0099796056747437,1.0099796056747437,1.0145481824874878,1.0145481824874878
97,1.0099798440933228,1.0099798440933228,1.0145481824874878,1.0145481824874878
98,1.0099799633026123,1.0099799633026123,1.0145481824874878,1.0145481824874878
99,1.0099787712097168,1.0099787712097168,1.0145481824874878,1.0145481824874878
100,1.009979248046875,1.009979248046875,1.0145481824874878,1.0145481824874878
